TEXT,RATING
"I purchased two Gilligan & O'Malley nursing tanks on Target.com, a black one and a blue striped one. When I unwrapped the blue striped one, it had the most horrible chemical smell! The black one did not have the horrible smell, just this blue striped one.\n\nI washed this blue striped tank once on its own to get rid of the smell, and then again with another load of clothes, but still the awful chemical smell is there AND it made the load of clothes that I washed it with smell horrible as well!\n\nI've just washed it for a third time and am letting it line dry outside to see if that helps any with the smell. So far it hasn't, which is a bummer because the blue stripe pattern is cute and I love how comfy and soft this tank is in black.",1
"I really wanted this bra to work b/c my homemade cutouts in a regular bra weren't good (I had to get started right away before the bra arrived in the mail). But the bandeau/wrap style doesn't work for large breasts. It just squashes them down with no support and you feel them pushed up against your body at the bottom of the bra. Just wearing it temporarily to pump was uncomfortable without any form of support. Same review for the Medela Easy Expressions Bustier. I'll be trying a DIY sports bra next...",1
"I thought the stripes would be flattering but they really are not...and if you have a big chest it just sits weird",1
"I bought 2 pairs to wear in the last month and after delivery. I got 3 wears out of each before holes started forming on the waist band and legs. The material does not hold up to wear and washes.",1
"Soft and comfortable but definitely sheer when you bend over. Probably ok if you are just walking around but won't be suitable for yoga, Bar Method, or other exercise. Contemplated doubling up, which solves the problem, but that seems too silly. I will be returning these.",1
"I have bought these legging 3 times before in the store so I was comfortable buying this pair online. Unfortunately, the first day I wore them they had a run (like pantyhose) all the way up the bottom. I don't want to return them because they have been worn. Just disappointed that I spent that much on one item that I didn't get my money's worth out of.",1
"As I was pulling them up they got a run just like a pair of hose! Never even got to wear them :( I so don't recommend!",1
"The size S/M is supposed to fit a size 0-10.  I am a size 10, 8 months pregnant, and I cannot get these leggings to stay up.  They are constantly falling down, won't stay over the belly and need readjusting all the time.  I feel like the crotch is always down near my knees.  I don't know how anyone smaller could get them to stay on!",1
"Horribly see through. Your have to wear a long shirt,sweater , or dress with them at all times otherwise your underwear sees through. Not worth the buy at all.",1
"Size 12 pre pregnancy and I have the size M L. These are a super comfortable fabric that won't fade and are like wearing pajamas...until you begin walking and they are constantly falling down. I just went shopping in them and had the crotch hanging so low that it was all I could think about. I am going to try with a Belly Band and see if it helps?",1
"I'm 5'3'', 105 lbs pre-pregnancy, now in my 7th month. I bought the small/medium, but I guess I should have known better because I tend more toward extra-small than medium. The big problem for me is the ankles--they are not fitted on me at all. Rather, they hang open at the bottom and look really stupid. I can only wear them if I wear socks over the bottom, which is okay for the winter but won't do for the spring. The legs are also a bit baggy on me. As mentioned by previous reviewers, they are not completely opaque, but that doesn't bother me because I don't wear leggings like pants (they're not pants!) but rather under dresses/long tunics.",1
"I bought a s/m typically wearing a 2 or 4.. The first time I wore these they had a seam separate up the back. Now I can't wear them anymore unless my bottom is completely covered.",1
"I read the reviews before choosing these and they were so off the mark! These are super think, like tights, not leggings at all. I wore them with a long sweater and was afraid to get up from my desk at work all day. Im a size 6 5'5\",1
"Love the material but they don't stay up.  Always ridding down when you walk.  Legs could be a little longer as well.",1
"The leggings are soft but not well made - would not stay up.  Not comfortable because you need to readjust every 2 minutes!",1
"Bloody awful. I got to wash these twice on gentle cycle and already they're full of holes. So much for style and comfort...I got to wear these twice and they look like I was standing too close to a fire already. Swiss cheese pants!",1
"Bought these in the store 3 days ago, wore it once, and there was a run (like pantyhose) in the back. They are extremely thin and very poor quality. I bought the M/L because I normally wear a M in leggings, but these were huge. The crotch area (like others have mentioned) is really baggy and ill fitting. Also the bottom of the leggings are not tight. Maybe I should have sized down to S/M, but didn't want them any more sheer than they already are.",1
"I should've heeded other reviewers advice and passed on these. They did not stay up for even five minutes. I love the tanks from this brand, but the leggings all went back.",1
"I really wanted this bra to work b/c my homemade cutouts in a regular bra weren't good (I had to get started right away before the bra arrived in the mail). But the bandeau/wrap style doesn't work for large breasts. It just squashes them down with no support and you feel them pushed up against your body at the bottom of the bra. Just wearing it temporarily to pump was uncomfortable without any form of support. Same review for the Medela Easy Expressions Bustier. I'll be trying a DIY sports bra next...",1
"I bought 2 pairs to wear in the last month and after delivery. I got 3 wears out of each before holes started forming on the waist band and legs. The material does not hold up to wear and washes.",1
"I can't tell you if it works or not. I bought the belly bandit's recommended medium (I should have gotten a large) and I can't get it to fit around me. I'm a little upset because it's not chea and I no longer have the return information/paperwork because I measured 2 times, ordered once and just knew it would fit.",1
"I can't tell you if it works or not. I bought the belly bandit's recommended medium (I should have gotten a large) and I can't get it to fit around me. I'm a little upset because it's not chea and I no longer have the return information/paperwork because I measured 2 times, ordered once and just knew it would fit.",1
"I can't wear these because although the waist band is nice and large, the butt and leg parts of the pants are HUGE! NOT a size small by any means. I feel like they more like a size large. Don't know if Target is assuming that pregnant women are gaining a ton of extra weight??",1
"These pants are basically just thicker material leggings. I purchased online to wear to work and had to return- the lack of pockets definitely make them just look like leggings. Not impressed.",1
"The belly band wasn't elastic enough and kept falling down. They were also weirdly tight in the knees.",1
"I'm not sure how they managed to make these pants both suffocating AND prickly, but they sure did. I returned them about 4 minutes after trying them on.",1
"I was very disappointed with this unsupportive, uni-boob bra. I bought it two weeks before my due date and currently wear a 40G. This bra is not suitable for me at this size, much less after I start nursing and expect to need a larger size. I had to return it in store and order from an expensive, specialty bra store.",1
"Just no support and uncomfortable. disappointed",1
"I was really excited to get this product but when I received it I wasn't impressed. This product doesn't stay in place & bunches up. By the time I received it I was unable to return it because my post man delivered it to the wrong address. Needless to say I wouldn't recommend this product",1
"Not true to size.. also not flowy.. it's clingy.. not flattering.",1
"this shirt is very thin not very good quality .",1
"Sooo thin. I honestly think it would push the boundaries of decency to wear in public. C'mon Target, you can do better than this! They're going back.",1
"Very wide and felt abnormally short (above waist!)",1
"This runs very small. I ordered my size, 3X",1
"The shoulders are very wide and the neckline is very low. The fabric is paper thin as well. Also the length is short for someone who is tall. I cannot even wear this without a tank underneath or my entire bra is hanging out!",1
"This shirt is so flimsy almost to the point of being see-through and pretty useless after the first wash.",1
"These are super short in length I am 5 foot 3 and its super short please make these longer in length",1
"Dress is comfortable, cute, and long enough, however becomes discolored in the wash. I washed it on cold with only delicate whites and it showed blueish spotting on the white parts. I returned it, ordered it again, and it happened again. Don't go through what I had to go through if you can help yourself.",1
"The dress I received did not have the black band on the sides of the dress. It was shapeless and frumpy. It was much shorter than I thought it would be and I'm only 5'5\",1
"This dress was shapeless and unflattering.It is very short in legth too.",1
"Opening my package, I almost couldn't recognize the dress that I had originally ordered. Yes, color variance is expected, but as noted in the photos, the colors are extremely different. Unfortunately, the quality of the dress does not live up to the price. Disappointed in the product.. the pictured belt is not included.",1
"Unfortunately this dress was super slinky material. From the close up it looked like this dress was made from a sturdier material. Also, the dress goes to my ankles, I was hoping for a midi length, like in the photo. I got a Large & I am 5' 7\",1
"I had really high hopes for these as they look higher-end with a fun, distressed edge. The fit is so weird. These are not typical skinny jeans. They stretch like crazy, they're extremely long, the bottom sags within one hour, and by the end of the day they are all over the place in terms of fit -- stretched out like cray-cray! I thought maybe buying a size or even TWO sizes smaller would help, but no.\n\nThis was really sad because I love the Ava",1
"Size runs small, normally wear XL, but I ordered 22LR So I can throw in dryer.",1
"I wore once. Washed on cold and dried on low. When I took it out of the dryer it had a large hole in it.",1
"On the model this looks comfy. On me it was a big sloppy mess. It was see through but soft. I thought about trying a smaller size but the material was so thin I couldn't see it working out.",1
"I ordered XXL because I wanted them to be big on me but they shrank so much they fit like they're a large instead of XXL. I even dried them in low heat .",1
"Fabric was too thin..would have to wear a layer underneath.. In the heat of the summer , this is NOT a preference! I returned it .",1
"I ordered XXL because I wanted them to be big on me but they shrank so much they fit like they're a large instead of XXL. I even dried them in low heat .",1
"I ordered XXL because I wanted them to be big on me but they shrank so much they fit like they're a large instead of XXL. I even dried them in low heat .",1
"it had holes in it the first time I wore it plus runs very large",1
"This top had the style I was looking for. Basic long sleeve t-shirt. But I returned this purchase. Like a lot of knit tops these days, the fabric was very flimsy, almost sheer. Also, typical of the Target fit, the arms seemed to be cut tight to me. I used to love Target clothing, but I think there have been so many compromises on quality and fit over the years to keep costs down that I don't think I will take a chance again ordering sight unseen. And sadly, this shirt was representative of what is in the stores, too, when I went to return it and looked around for a replacement. And it is not just Target, in their defense. Obviously, I am out of step with what other consumers want and expect in Big Box clothing. But to me, Inexpensive clothing has now just become cheap.",1
"it had holes in it the first time I wore it plus runs very large",1
"I didn't love the drape on this one, but I've got a fuller figure. The fabric is on the thin side, and it drapes easily. However, the blouse that I received had a VERY strong musty smell. It may have been that item or batch, but it was noticeable.",1
"I was so excited when I found this color. I own several Target t-shirts. However, when I tried this shirt on, it was like Spandex. It was not a comfortable shirt and was very tight.",1
"Size runs small, normally wear XL, but I ordered 22LR So I can throw in dryer.",1
"On the model this looks comfy. On me it was a big sloppy mess. It was see through but soft. I thought about trying a smaller size but the material was so thin I couldn't see it working out.",1
"I wore once. Washed on cold and dried on low. When I took it out of the dryer it had a large hole in it.",1
"This top had the style I was looking for. Basic long sleeve t-shirt. But I returned this purchase. Like a lot of knit tops these days, the fabric was very flimsy, almost sheer. Also, typical of the Target fit, the arms seemed to be cut tight to me. I used to love Target clothing, but I think there have been so many compromises on quality and fit over the years to keep costs down that I don't think I will take a chance again ordering sight unseen. And sadly, this shirt was representative of what is in the stores, too, when I went to return it and looked around for a replacement. And it is not just Target, in their defense. Obviously, I am out of step with what other consumers want and expect in Big Box clothing. But to me, Inexpensive clothing has now just become cheap.",1
"I didn't love the drape on this one, but I've got a fuller figure. The fabric is on the thin side, and it drapes easily. However, the blouse that I received had a VERY strong musty smell. It may have been that item or batch, but it was noticeable.",1
"I bought a size 8 , runs big, hips are for a size 12. Not true to size.",1
"I bought a size 4 and it is more like a size 8. This is my second try with this designer and both dresses were huge. Going back and disappointed.",1
"I ordered the skirt because the description said it had pockets. There were NO pockets.",1
"These are super short in length I am 5 foot 3 and its super short please make these longer in length",1
"These are super short in length I am 5 foot 3 and its super short please make these longer in length",1
"Size runs small, normally wear XL, but I ordered 22LR So I can throw in dryer.",1
"First issue was this shirt is a ribbed tee. Maybe I didnt read the complete description when I purchased, but I don't remember that detail being in there when I purchased. I could deal with it being ribbed, but this shirt is all wrong. The sleeves are too short. In order for it to look right, you need to roll the sleeves up. Also, the shirt itself is too short. You constantly have to pull at it to get it to stay down. What ever happened to the Mossimo Long Sleeved Tees that were out a few years ago???Bring those back!!!",1
"These slide down like no other pants I've ever worn. I can't even wear them casually and stupid me removed the tags after thinking they worked out okay. DONT BUY THESE PANTS.",1
"I ordered XXL because I wanted them to be big on me but they shrank so much they fit like they're a large instead of XXL. I even dried them in low heat .",1
"This shirt ran way too big. The sleeves had no integrity and flopped all around. The chevron design began rubbing off IMMEDIATELY. It was actually insulting that they sold this product. I wore it once more for a diy project, then trashed it.",1
"This runs very small. I ordered my size, 3X",1
"Very wide and felt abnormally short (above waist!)",1
"I bought this jacket In the same size in the store in black and loved it. So I ordered it on online in grey and blue. Despite being labeled a XXL each jacket was too small. I couldn't even close the jacket to zip.",1
"I wore once. Washed on cold and dried on low. When I took it out of the dryer it had a large hole in it.",1
"I was so excited when I found this color. I own several Target t-shirts. However, when I tried this shirt on, it was like Spandex. It was not a comfortable shirt and was very tight.",1
"Purchased online and arrived with a hole in it. After 2 washes the shirt looks like swiss cheese in the front.",1
"Purchased online and arrived with a hole in it. After 2 washes the shirt looks like swiss cheese in the front.",1
"I ordered XXL because I wanted them to be big on me but they shrank so much they fit like they're a large instead of XXL. I even dried them in low heat .",1
"Fit is fine but don't be fooled by this picture. The light gray part is not striped, as it appears. The color just fades from black to light gray. They almost look tie-dyed...ugly! Now I have to return them. Ugh.",1
"You do not recieve what is pictured. You recieve leggings that look nothing like the picture.",1
"The leggings received were not the same as seen in the picture. They did not have the fading lines, instead it just fades onto a plain grey color. Although they still look ok, I am a bit disappointed since I only ordered them due to the unique fading lines.",1
"great dress!! looks fab!",1
"Opening my package, I almost couldn't recognize the dress that I had originally ordered. Yes, color variance is expected, but as noted in the photos, the colors are extremely different. Unfortunately, the quality of the dress does not live up to the price. Disappointed in the product.. the pictured belt is not included.",1
"I bought a size 8 , runs big, hips are for a size 12. Not true to size.",1
"I bought a size 4 and it is more like a size 8. This is my second try with this designer and both dresses were huge. Going back and disappointed.",1
"Dress is comfortable, cute, and long enough, however becomes discolored in the wash. I washed it on cold with only delicate whites and it showed blueish spotting on the white parts. I returned it, ordered it again, and it happened again. Don't go through what I had to go through if you can help yourself.",1
"Unfortunately this dress was super slinky material. From the close up it looked like this dress was made from a sturdier material. Also, the dress goes to my ankles, I was hoping for a midi length, like in the photo. I got a Large & I am 5' 7\",1
"I'll start this off by saying I'm 5'8\",1
"Ordered this for a wedding--received in the day before the wedding (why does shipping take so long??), and I HATED IT. The color is not \",1
"These are not skinny jeans, these are jeggings. They're comfortable, but they look like cheap jeggings, and they cost too much to look like cheap jeggings.",1
"These jeans are GREAT. However, I'll be returning them because the stitching needs quality control. A few threads are coming undone near the pockets and the button hole when I pulled the button through the first time ripped about 10 thin strands ... These pants fit SO well but I'm worried they wouldn't hold up for long.",1
"runs very large. super disappointed",1
"I previously returned this skirt in my usual size Medium and replaced it with a Large. This large size is STILL too small for me!",1
"This skirt would've been great except an xxl must mean you're also 7 feet tall! I could wear the skirt as a dress!",1
"Would've been a great skirt, but was more of a dress. If you're a very tall woman, this skirt is perfect!",1
"I ordered a large (in most sizes, I'm between a 10 and a 12) in this skirt and it fits like a medium. If you have round hips/butt, I'd advise you to avoid this item.",1
"I had to take this off almost immediately due to how itchy it is. Also, the chain is a bit more prominent in person making a bit on the gaudy side.",1
"When I first looked , thought great over dress/ blouse sweater. BUT-\nwhen I opened it has a large bulky seam going right down the front of the sweater!\nWhen turning it inside out, took care of the problem BUT-then it had outlandish seams sticking out on the arms. I think someone did not have the parts in right order when sewing item up!!!",1
"Cheap, very thin. Going to be returned.",1
"I'm 5'5 and 130 lbs, and a medium was far too tiny for me. The torso of the suit was so short, the suit wasn't long enough to begin covering my chest. Had to return it. Very disappointed.",1
"I went out on a limb and purchased these without reading a review as there were none but I ordered an XL because of how small certain Target pieces fit me and that was in vain because it really small and just not functional or stylish. I wish they would have put that they were low rise bottoms in the description, I could've saved time and money but of course, I was able to return it to a Target store for a full refund so I have no complaints as I bought them online.",1
"I am planning on returning this shirt. Pretty sure the xs and the xxl are the same length. You realylly need to be about 5'4 to wear this top. :-(",1
"It is a cute shirt but it was way to short and boxy. I returned it.",1
"If you buy this shirt, you will think you're insane once you try it on. The cut is bizarre, circus-tent-like, and fits very awkwardly - snug at top, then giant and formless elsewhere.",1
"This is not even remotely a sweatshirt, it's exactly like non-skid area rug padding. I literally had to peel it apart because it was stuck together and stiff. It's going right back to the store.",1
"I ordered an XS, which I usually order, and couldn't get the shirt over my head! With no zippers on the side or give to the fabric, there was no way I would get this on! It looked cute, so it was frustrating I couldn't put it on.",1
"Too small for an \",1
"This was the biggest size L I have ever purchased. Cute shirt but not wearable in what is my normal size so its going back",1
