RATING,TEXT
3, love merona gloves offered year  'll see reviews feel  others feel soft  expensive  also sheepskin  feel rough  comes leather gloves means cheaper  however  love color may still keep since got sale full price definitely would  still feel like 's bargain colored leather gloves like said ones feel much softer  touch feature works well love since love leather gloves usually means take cold access cell phone 's touch screen 
3, wanted  small !
2, 'm sure kept bra except least-worst ones ordered really needed wireless bra  super shiny  fabric old school poly  like straps ; slide shoulders  ( lot manufacturers think 'm dd broad shoulders -- even bras made petites -- could truth )  4 hooks back band  good luck  smooth appearance though -- lot back bulge  one patch band itchy  overall tends flatten sisters horizontally  laying table  attractive  wear home know 'm going wearing 3 layers 
1, need bra like get brand  zipper broke mine since used cheap one  [ brand name ] bra much nicer sturdier 
5, used 1st time work makes pumping work much comfortable  actually able enjoy pump break reading pages great book  time read book fun forever  product true size ( cusp small large  ordered small like chart said ) comfortable  going recommend everyone know pumping ! ! !
3, bought bra made cotton skin sensitive synthetic materials  found elastic scratchy - much return bra 
1, cute style yarn poor quality  pill attract kinds lint  yarn already looked dirty used picked  returning 
1, really wanted bra work b/c homemade cutouts regular bra good ( get started right away bra arrived mail )  bandeau/wrap style work large breasts  squashes support feel pushed body bottom bra  wearing temporarily pump uncomfortable without form support  review simple wishes hands free breast pump bustier  'll trying diy sports bra next 
2, loved fabric size runs small  cups small  width small 
4, works well produce lot milk causes suction cup pull away breast lose suction 
1, bra huge disappointment  like pointed \
3, purchased bras many years satisfied past  latest bras good previous ones  straps wide cups seem full enough 
4, super soft runs generally big  's slightly shapeless falls longer ( 5 ' 6\
4, bra pretty comfortable  especially make straps tighter  bras long enough straps adjust tighter & constantly fall shoulders\ni would given highest rating material bust softer  one side kinda scratchy & hurts day 's wear 
4, super comfortable  fits well  seems good construction  washed couple times far 
2, like design  put realized low quality  rear completely see-through put  also looks unflattering cuts weirdly skin instead keeping everything tight together like high-quality spandex pants  fairly thin stretchy  feared 'd rip immediately kind workout  wish tried first ; returning 
2, purchased hoping wear straps crossed back  's way would work  straps long enough ! ! wear normal  sticks sides  return  plus pay return shipping !
1, adorable wearing couple hours noticed three holes different areas  called store said would exchange 'd worn  purchasing brand anymore  much less specific target  cheap  cheap material
2, great bra sizes stretch straps need say description ! says 'larger sizes '  42b stretch straps uncomfortable  guess consider larger size 
2, bought many bras really like fit comfort underwire small cup size plastic snaps half inopportune times  happens anywhere 2 months use 5 months use happened every one bought  time find new brand !
2, impression bra little padding inside cups  surprise  fabric thin showed nipples purtruding bra  pretty 
5, use layering winter  wish make turtleneck
4, purchased store  'm 5 ' 3  119 pounds  bought size small  fits well  perfect lounging around home  'm happy purchase 
3, got two ; one comfortable part  though back rides  like wear back bras pretty low adjustable straps would help  even somewhat supportive  stretchy leisure-type bras\n\ni like double-fabric  's quite \
4, super cute  runs small chest  rest fits true size !
3, would recommend bra  except everyone ( 5 ) small plastic balls inside cup  top bottom  make smooth fit clothes  move around wearing 
3, ordinarily would purchased online without trying ca find size stores  purchased ivory several weeks ago fit ok purchased two colors shipping free  fit well ! hate chance buying choice ?
3, first truly comfortable bra ever owned  love  flaw : band flimsy bunches  band like sport bra  stronger fabric  would perfect 'd buy half dozen !
2, gave item 2 stars simply bottom band rolls  would given 5\nif could fix problem 'd buy dozen 
1, top style looking  basic long sleeve t-shirt  returned purchase  like lot knit tops days  fabric flimsy  almost sheer  also  typical target fit  arms seemed cut tight  used love target clothing  think many compromises quality fit years keep costs think take chance ordering sight unseen  sadly  shirt representative stores   went return looked around replacement  target  defense  obviously  step consumers want expect big box clothing   inexpensive clothing become cheap 
3, beautiful skirt  lovely material style  waist runs small  ordered two colors one even smaller  order 1 size ! ! ! !
4, typically size small/medium ( size 4 ) ordered medium way tight  unless want look like pork sausage  'm exchanging size 
3, found sizing ran small  would feel comfortable bigger size 
2, bras nice smooth  molded cups  fit shape  instead fitting front center  cups seemed side lot extra gapping fabric near arms\nalso  arrived flattened crushed heavy paper envelope without cushioning ; envelope even arrived hole  would recommend ordering site unless change shipping practices 
1, nice fabric band size fine cups true size 
5, nice thick comfy leggings ! keep warm !
3, several old style bra couple new style  old style cotton cup lining  comfortable sweat-reducing  new style polyester  brings rash  hot weather  seems none jms bras cotton lined - 'd pay  get choice 
3, bought bra nude white  photo shows back 2 hooks  received hooks  probably 2xl  made wide  material nice straps comfortable  keep wanted relaxed bra 
4, pretty  mostly comfortable  tends straps slide near neck shows 
2, favorite bra longer available  took chance one  ordered usual size ( 34d ) cups small  hate spilling would return cost effective  otherwise  seems okay  cups soft smooth  think would better 3 hooks 
3, straps narrow even though fabric moves support claimed  like leisure bra use  wo order another style 
4, received size l registry  still pregnant 38-40 dd l barely fit  adjustable clasp  zipper front  knew go online buy xl go beyond 40d milk comes  definitely  wo zip  seems made well came highly recommended another mom 
3, like shape gives -- looks couple tennis balls taped chest  rather giving smooth outline  photo misleading ; 'd taken closer look \
1, soft comfortable definitely sheer bend  probably ok walking around wo suitable yoga  bar method  exercise  contemplated doubling  solves problem  seems silly  returning 
1, normally wear 14/16 ordered size larger per reading reviews  fit great ! waste bit big always wear belt big deal  'm almost 6 ' good length booties tuck tall boots  also look cute flats weather warms  great dark color  super comfortable stretch 
4, would pretty much perfect front pockets real  good amount stretch  enough structure jeans side jeggings  back pockets real  'll stay rotation 
1, worn b cups different brand entire adult life  bra fit  cups baggy  body size changed  something add ! guess 'll exchange cup  'm pretty sure end small  plus 'll wait forever hanes ' slow shipping ! also product description says double layer cup extra coverage  layers thin coverage still ends inadequate  words  nipples show t-shirts : (
5, love bustier  wish someone told sooner  use getting ready morning  10-15 mins takes brush teeth  put make hair  able pump time  actually dread pump think work well return work  much cheaper solution medela hand 's free pump  ; ) would recommend anyone needs pump
3, looking wirefree bra specifically checking sure \
3, looks nice material nice  's small  try go store order least 1 size bigger normally wear  2 milk comes 
2, pretty style  however comfortable fits well expected  size seem run true size 
4, 'm typically size 2  carry weight hips  small bathing suit size buy  small small  scallops stayed place butt made flirty sexy without showing much  however  scallops waist folded  think may small  re-ordered medium 
3, bought looked relatively high-waisted without specifically shapers  maybe 'm tall - hit mid-section weird place  're comfy 'll wear  wo serve smoothers  wanted 
5, 've bought several friends  absolutely love results 
3, thought bra would padding  nipples would show   return bra 
3, quality feel seem nice hoping loser knit would little droopy tight holds beret shape strongly  also edge snug particularly large head  thought looked bad hair returned  longer hair curly hair might look nice 
2, found bra bit small side ( 42c )  biggest problem bra straps  's hard explain 'll try  feel like far  like close underarms  constantly trying readjust bra  gave ordered different one  one waste 
2, excited find leggings higher waistband since favorite pair cutting right across belly  leggings much thinner ones usually wear agree need long top little sheer  kind disappointing since december  waistband staying fine always feels like crotch falling low  find constantly pulling material thighs trying get crotch sag less  reason find super comfortable 
5, far best one  fits best  adjustable  holds pumps place perfectly !
1, bought bra \
3, excited ordered bras  thought  \
3, thought bra would game changer pumping  turns  hassle get zipped pump right place  got positioned correctly  nice mobile hands free things  overall though  'd say skip 
5, bustier great ! 're pumping want sit hold bottles 20 mins  need  cause leakage  worked better expected !
4, almost exclusively pump attached pump every 3 hours  must  frees hands eat  work computer hold baby  34c pre-pregnancy ordered medium  snug  think hold pump parts place correctly  get small tear seam side  disappointed  since use 7 times day  maybe expected  going buy second one keep work pumping  would recommend going hands free 
3, like bra soft supports without feeling like body armor  band fit well true size  cups seem run small  consistently wear c-cup  bra  would really need d-cup comfortable  makes feel squished flat  comfortable otherwise day long order  would definitely order larger cup size 
5, great button extender  stays  looks good helped wear pre-pregnancy clothes month 5 
4, bought dress new years eve  thankfully  ordered month early  send dress back twice size  small girl ; usually wear 18-20/2x  tend buy 20 dresses wear  said  initially purchased dress 20  arrived house tried  ridiculously large  looked really baggy boxy chest area ( normal thing experience 44ds )  due large  dress kind    shape life all\ni returned dress sized 18 second dress arrived  tried  still pretty baggy  shape improved  lot flattering 20  definitely still large\ni ultimately ended fitting nicely size 16  absolutely love way dress looks red shoe red lip\n\nmoral story : plan purchase dress  plan size least one size 
3, really like first continue wear  's wrinkles start dig begin get uncomfortable  probably works really well \
1, ordered whole package company  would never recommend product ! cheap sportsbra  see pads  camis leggings draw attention muffin top  [  ]
1, ordered usual size cup size perfect band size ridiculously small  held next another bra band size several inches shorter  know ca normal band sizes 
1, definitely cup  send back 
4, 'm 6 months pregnant found band alleviate belly back aches  definitely feel difference wearing  helps ton long shopping trips walks  've used heat cold handful times  pleased beads ice/heat pack keep flexible comfortable  wear 12/14 pre-pregnancy ml seems fit perfectly  sure fit well near end pregnancy 's probably 'll need ! really cons band  velcro issues getting lined properly  kind itchy  recommend shirt underneath  would recommend anyone suffering belly back pain  even pregnant ! \n\nthe author review received free sample product 
4, reviewing options pt  decided get band help separation  one week  worked better regular therapy would month  issue collapsing  dealt  highly recommend !
5, really like  bought walking pants  thighs rub together sounds little like wearing cords  though  'm short also come way ankles  unlike picture 
5, fit perfect ! comfy ! 'm 5 ' 2\
5, love ! want colors !
5, c section 9/28 started wearing band 10/1  prior putting  could climb bed high  getting couch difficult  put  however  mobile ! made feel secure helped aches pains  plus  's helping shrink back  bonus ! love love love product 
4, love color choices  would ( ) highly recommend friends 
5, everything promised  used postpartum think entire kit would work especially well early weeks pooching pregnancy 
1, thought would perfect top leggings tunic boots look  loved way body shirt felt  detail around neck sleeves totally different fabric body clearly grey  see slight color variation photo  's much pronounced person  additionally  fabric sleeves/neck felt similar cheap wash cloth  found odd since body plush thick  went right back store 
5, really like shirt ! material style flattering  roughed sides super soft material  ordered large normally wear regular shirts maternity shirt room growing belly  would say runs tad big 
5, bought 22wks pregnant second  seriously life saver ! belly back sore feet even hour  upsie belly definitely relieved much pressure made pregnancy much better  recommend every pregnant woman experiences discomfort  totally worth every penny !
3, got product advance vacation prefer coverage legs seemed like good fit  nice length  unfortunately run small ( usually wear medium  6/8 found pretty snug medium ) - also come much higher waist expected ( belly button )  quite mind preferred style-wise 
1, leggings received seen picture  fading lines  instead fades onto plain grey color  although still look ok  bit disappointed since ordered due unique fading lines 
5, runs little small  's cute !
1, although description led believe bra would offer sufficient support without underwire  found useless comfortable bra sleep  offers support cup sizes 
2, leggings  super comfortable  good fit woman  let alone pregnant one  normally size small purchased small/medium medium/large based reviews even medium/large almost see tights  went back day delivered  one wants see color underwear wearing  using leggings home lounge wear long top  please spare us 
5, 's extra extra long  like gather around waist softer look 
1, uncomfortable bra ever owned  chemo port wear  fits small  tight  provide support look come expect hanes products  like trashed money wasted 
1, disappointed bali bras  styles exclude certain sizes  42b 
4, bought jacket really great price  actually like fact faux shearling collar entire lining  adds warmth  much bulk  complaint sizing  always  matter brand store  size medium denim jacket  arms way tight  size large arms shoulders  waist loose  distressing really nice  definitely keeping 
5, looks way cuter person ! hook furthest link fits right neck chest meet  quite like choker  's tiny elegantly simple exactly looking  ( also bought similar one time store -- silver elephant  's length style  used review one   bc love ! lol  )
2, normally love playtex\nthe cups fit well  front hook issue  needs inner side hooks need padding  ldd size  obviously bra needs strength skimpy comfort\nshoulder straps need cushioning  arms need wider avoid 'side boobs ' snd hooks need protective padding lonhger 
5, told looked great top ! ordered bunch different colors extremely satisfied far ! feel little thinner expecting  far  good !
3, straps elastic cups quality 've purchased bra stores  comfortable decided return purchase store 
2, 've buying hanes briefs forever  recently bought several pair replenish stock  disappointment  got variety colors   except gray  shrank tremendously ! ! ! 's troubling kind shrinkage  've seen past  fact different colors shrank differently impossible manage ( ie  knew shrank  could order size larger  )  differing shrinkage color   ? ? ? ?  disappointed  'll start shopping different brand 
1, return bra  comfortable enough even though ordered usual size  bra caused buldge top 
1, thought bra would great fit awkward  minimizer  shove everything side  could put arms  'll stick \
5, best - definitely helped post baby body  also felt comfortable supportive 
4, bought jacket really great price  actually like fact faux shearling collar entire lining  adds warmth  much bulk  complaint sizing  always  matter brand store  size medium denim jacket  arms way tight  size large arms shoulders  waist loose  distressing really nice  definitely keeping 
3, fabric joggers thin  's nearly see  really disappointed assumed 'd warm winter\n\ni still love though fabric also really  really soft  pants crazy comfortable  course sushi print awesome 
1, sorry  bras returned  outer fabric lay smooth showed\nwrinkles clothes 
4, already bra brought another retailer  cheaper love 
3, recently purchased bra looking something comfortable gave support  disappointed comfort aspect bra  probably comfortable sports bra  downside shaping flattering bra clothes 
2, 've always worn c cup bra ran much small  returning tomorrow 
2, great bra sizes stretch straps need say description ! says 'larger sizes '  42b stretch straps uncomfortable  guess consider larger size 
3, slightly disappointed size & support price 
3, bras used quality  last long  stretch faster  still buy fit well 
4, buying bra hard enough  buying one online nearly impossible  happy bra  comfortable  provides good support  two complaint wish could get black front cut pretty high wear everything\nbut want something supportive comfortable time  !
5, bra made really well  love really work fit size  pre-pregnancy 34c  ee breastfeeding  made bra easy adjust love  want fit pretty tight holds shields bottles place  zero problems bra  find lot easier holding bottles place  even 'm multitasking ! would definitely recommend nursing mom 
1, return product since runs big  pleased 
5, super helpful  makes life much easier hold bottles pump  use time wisely pump 
4, 'm 72 year old woman wears 44 ddd bra  'm tired bras hurt   tired center bra failing sticking weekfinally comfortable underwire !
4, worn t-back different colors straps stay place  new ones real decrease cup size  's shrinking size  growing 
5, bra made well  hold flanges onto breast great allows true hands free double pumping  wear size 44ddd ( maybe bit larger cup milk ) bra works great  offer underwire type support  holds girls enough get job done well\ni recommend bra anyone pumping  set time pumping takes bit longer first  especially large breasts  get used quickly  material soft  bra offers adjustability size comes straps help hold up\nif way improve bra  would 'd love able wear breastfeeding able pump breast time 
1, even sizing  band small  back went
5, bought twice  time done wonders recovery c-section 
1, ordered 36c bra actually measures 285\
3, 'm quite tall ( almost 6 ' ) swimsuit long torso 'd  try adjust round bottom- high neck quite pan  try pull neck adjust top better cover breasts  get comfortable coverage bottom  agree another reviewer stated suit leaves little room breasts  'm 34b \
4, love bra  buying particular style bra years  fits well  enough support ( 38dd )  comfortable\nmy ( small ) complaint  lace tend stretch support well  hand wash help last longer never put dryer\ni wish exact style/shape came smooth cup  could wear snug shirts   love bra cry longer made !
5, super helpful  makes life much easier hold bottles pump  use time wisely pump 
1, ca tell works  bought belly bandit 's recommended medium ( gotten large ) ca get fit around  'm little upset 's chea longer return information/paperwork measured 2 times  ordered knew would fit 
3, comfortable bra  said  find gives much support made look like wearing bra  think would good bra \
5, thick ( hot ) great quality leggings super comfy belly panel  'm usually ; bought plenty room grow  definitely need size - maybe even tad large  also  'm long-legged 5 ' 5\
1, bought still waiting two order\ni like articles clothing made countries always seem made smaller reason  'm waiting two items arrive 'll return  bought pone couple years ago store tried  fit still fits  one  oh well  
1, disappointed bali bras  styles exclude certain sizes  42b 
4, bra comfortable soft  love way feels  straps wide enough comfy also  bra lot support wireless  knew going  order 
2, like material  uncomfortable wear  returned credit 
1, love material stay  always ridding walk  legs could little longer well 
3, wearing bra 10 years drawer full  used perfect  since last style changes made ( 3-5 years ago ? ) straps wo stay place keeping sliding shoulders - annoying ! making shorter help - must angle attach back  changes  great  looking good replacement ever since  suggestions ?
5, live chicago wanted thick legging wear winter  perfect  almost thick pant still look leggings  got small 5 ' 4 bit long  belly panel loose 20wks  use bumped cami help keep tight gotten many compliments  washed times sure well hold  turning inside hopefully wont pill like reviewers mentioned 
1, shoulder straps roll time making uncomfortable 
5, great experience belly bandit ! given another stretchy wrap around support c-section definitely preferred belly bandit ! see clothes  baby ! give self slack : ) liked belly bandit one gave incredible back support ! definitely try next pregnancy !
1, disappointment ! returned tried  made mistake washing wearing found disappointing bra ever brought ! bunches girls  straps stay put  bunch  turn start dig shoulders   might add home  always pulling rides  thing say positively soft comfortable  support ever  big mistake waste money !
2, loved first bras bought  found comfortable ordered  noticed new ones tighter kept tug place  compared bras style size  found band around ribs varies much 2 inches  'm reluctant order 
4, good fit bra but best fit it moderately comfortable 
1, definitely cup  send back 
2, picture shows clearly yellow purple- case  yellow purple instead gray light pink 's place  also fit like men 's underwear  's bit odd uncomfortable ca really argue price 
2, kid 15 yrs old 34 dnt like makes breast look pointy  40 ddd  also noticeable clothing  sexy bra  good support coverage  separate girl rather reduce sweating 
1, thin cups hide anything  returned 
2, returned product  advertised  ad said molded bra nothing molded 
2, like pants strong chemical smell received  've washed 3 times soaked vinegar still smellnot sure feel comfortable sleeping  made china 
4, worn much  seems good quality  fit little comfortable enough  price good value 
2, 'm small person ( 34c baby arrived ) sizing bustier totally  though according chart back could get size  first purchased small zip ! managed cram  second time went use zipper split  returned got size l  even seems slightly strained zipper  would say large-breasted product going work well 
1, inconsistent sizing ! match size chart provided\n\ni ordered another pair size 8 shorts alongside  pair slightly big  tight ! match size chart ! target inconsistent sizing ? shorts brand 
3, purchased medium  5 ' 4\
2, disappointed bra  bali standard  style  cup starts way high looked droopy  albeit less busty  lift  ( minimizer reason  ) : ) always good luck bali  recommend bra 
2, purchased several weeks ago  support comfortable 
1, ordered 11 year old short  like capris 
3, bra comfortable provide much support  band around chest flimsy stay place 
2, first problem color nude retro looked nothing like light peach shows photo  instead  dark color shows nude deco swatch photo  cushioned hook eye great idea  thought 'd love bra  squashes breasts sideways mushy lump  shape
2, unless gymnast small busted  bother suit  difficult get smooshes chest sides 
1, socks slip feet first wear wash 
3, like bra sides ride high causes chaffing  think would better sides armpit bit lower 
5, bra best  waste time money buying brand   quality  effectiveness  flexibility bra provides makes easy choice
2, really loved bra minimizing effect  bra hold wash wear well  pretty tho shoulder straps well padded comfortable  shaping natural looking clothes  since switched passion comfort minimizers satisfied quality  comfortable fit flattering shaping  material super soft unlike bra feels constricting even minimizer 
3, came back bra wearing another brand year half  love support disappointed side fabric  scratchy uncomfortable  washing see softens 
3, ordered thought white  looks ivory  fabric nice 
3, \
4, super comfortable great height  've mine months however 've walked lot straps started come bit  surprising considering  would still reccomend
5, returned work 1 month ago  little guy 3 months old  used hate pumping first son  felt like wasting much time work  welcome pumping time catch paperwork reading  'm pediatrician  recommend friends patients  fancy gear 've accumulated little ones  favorite  absolutely worth price 
3, old bali wirefree 3820 become one  's exactly  old one little \
2, excited start using bustier  recently returned work really need use pumping time working sitting holding pump ! well  able use twice  granted  two uses awesome  able multitask ease  third time put  zipper busted 's completely useless 
1, could get thing claps put  knew would fight wear would end drawer forever  took ( bought two ) back store
1, bra looks terrific impossible find good bra size 48 g cup  looks like keep wearing 48 b cup full  gals wearing 48 band needing  dd  ddd cup  breast could ones planet needing size 48 g  need wider cup  need longer one huge around  looks cut comfortable arm  g cups think need piece cloth way painful wear  bra makers make something everyone instead bragging ?
5, wonderfully soft comfortable  tshirt must wardrobe staple 
5, like look pencil skirts  hate 're restrictive  love ponte  's stretchy  still thick ! either bought mine back read description  expect pockets ( never would pencil skirt ) bother ! actually get rid mine recently longer fit  definitely ordering new size !
3, bought 4 bras  happy fit 
4, love shoulder straps wide sides  support fantasic !
3, measurements : 36ddd  5 ' 6\
3, purchased many bras always satisfied  lately colors available size extremely limited ( white ) one time able purchase black bra ( 2 months ago ) left cup completely ripped away seam  left hanging speak  would try ? ? ? yes  could find color white 
2, bought wear bridesmaid dress brother-in-law sister-in-law 's wedding  give extra support comfort belly area  horrible quality  3 hours day legs ripped ( picture see seem right around butt leg area come together )  spent rest 10 hour day reach dress pull legs ripped kept sliding showing  still receipt original packaging definitely would returned  instead  'm $ 20 +tax  impressed 
2, bought bra running advertised \
1, buying shirt clearance read reviews    read bit rayon  evidently rayon ( included ) requires dry cleaning  shrink enormous amounts even washed cold water hung dry  ( see reviews target 's \
3, realize passed liked liked ones always buy  sides dont lay flat
5, supper comfortable easy walk ! cute well  perfect office  got size 10 fit like glove  also got brown well fit 
5, nice surprise  order  arrived  fits perfect  comfortable  love color  warm 
1, disappointed unsupportive  uni-boob bra  bought two weeks due date currently wear 40g  bra suitable size  much less start nursing expect need larger size  return store order expensive  specialty bra store 
1, really surprised find uncomfortable usually love things gilligan & o'malley  scratchy elastic material outer edges extremely uncomfortable  definitely good night wear 
5, 5 tanks various colors  36dd pre-pregnancy even larger nursing  xl good fit  quite low cut  wear unless underneath another shirt 
1, bought normal size ( well  actually got 32 needed 30 ) 's huge ! least full cup size big generous 32\
5, 's kind burnout fabric  bit see  nude bra  fine  love looks black white capris underneath  cool summer  dark gray well  5 ' 5 ' athletic 136 lbs works perfectly 
5, love top ! wish color/print combos would buy  nice quality top take care  cold wash - gentle cycle = hang dry  looks awesome denim black boots 
5, c section 9/28 started wearing band 10/1  prior putting  could climb bed high  getting couch difficult  put  however  mobile ! made feel secure helped aches pains  plus  's helping shrink back  bonus ! love love love product 
5, swear product ! used twice two different pregnancies amazing results times ! wore 8 weeks times  day night ! two photos  one 36 weeks preggo 8 weeks postpartum  love product !
1, bought 2 bras seams cups came apart\nthis happened within first month wearing  thought would last longer month   
5, easy use !
5, love bought every color
2, panties ok wish quality higher  dont think purchased last months  also hate choice colors  got beautiful blue/purple e ugly orange ! wears orange panties ? ? ? quality questionavle big girls lot reasonably priced choices 
5, three pairs favorite express jeans thanks belly belt still able wear 7 mos prego  starting wear tear wear almost every day  dont use fabric came useful  [  ]
3, bought t-shirt bra  take 48b cup big 
4, bra run smaller bras bought 
4, huge robe ! 'm 5 ' 7\
2, leggings received look like picture  thin underwear lines clearly seen without even bending ! way could wear go commando  enthusiastic  's pity getting returned 
3, purchased 3 highly recommended ! arrived good time  tried one fit great-so washed  come find marked size large two must mis sized wrong smaller one  like order line cheaper store sizes arent consistent need try store  disappointed 
3, fit well  may change sizes  like concept  though 
3, got two ; one comfortable part  though back rides  like wear back bras pretty low adjustable straps would help  even somewhat supportive  stretchy leisure-type bras\n\ni like double-fabric  's quite \
3, lift would like lift though  comfortable  also might need pad  material thin nipple show 
5, really like product  return first time ordered fit  34 a/b small  right  probably lucky distance nipples distance holes bra  suspect case everyone  overall  functional 
4, happy fit comfort  would order needed
2, wear 48dd  fit bra great ! however  bra offer much way support 
1, purchased 3 bras cup size correct  person big around mean cup size bigger  b 's bali design 
3, plus : \n- comfortable\n- nice looking\n- comfortable straps\n- great material\nnegative : \n- puckered cups unfortunately\nwhich reason return
1, tried bra couple sizes never fits correctly lays flat  uncomfortable hour miserable 
4, bought 2 months pregnant expand life regular jeans  loved different sizes different buttons different colors every outfit  love little piece attached supposed \
4, medium brown color goes things  big small  good basic pair good price every day use 
4, blouse runs small  size could find 2 tag sizes big fit fine  found blouses run small\nthe color good hangs nicely  recommend wearing tank top undershirt front held place small stich line  breaks tears  everything exposed   love blouse !
4, large felt like xxl  exchange smaller size  beautiful shade blue flattering though 
4, actually purchased size larger reading reviews  glad fits perfect  know actually meant sleep shirt  purchased little jacket  material nice  comes quite wrinkly washer 
3, ordered two bras- one black  blue  blue one good- soft fabric  gentle stretch  binding  lovely comfy back closure  black one  hand  something small sharp back clasp  outer fabric lining bigger inner  causing big unsightly wrinkles  love blue one  sent black one back 
5, purchased 20 weeks hoping would help relieve pressure legs veins  36 weeks wear time love ! ! really helped comfort even though veins still bad definitely helps take pressure legs prevented back pain  exercise daily upsie belly great support tummy keep comfortable  feel much better wear even though bit pricey worth investment held extremely well 
5, love skirts - great material
1, purchased 2 bras positive\nreviews  however  far i'll-fitting  uncomfortable bra ever worn  normally buy bali products  time really let down\nthe straps  adjustable  short caused bra constantly ride  comfortable\nthis bra gives appearance \
4, skirt comfortable fits perfect ! give 5 stars review says  description says pockets  none  mind much  wore business meeting day came mail ! wish available stores easier purchasing 
5, bought could figure five hands hold breast pump place help express milk pumping  solved problem  also multi-task wearing  good size based chart  definite recommend ! !
5, tried top store knew wanted larger size looser fit  order normal size pretty tight fit  detail nice subtle touch solid color 
1, bra curls us soon tried put  made virtually impossible get 
4, bra comes size actually fits pretty well  's comfortable  wish larger sizes available different colors  large women need black bras !
3, \
3, ok  think sized little small therefore wires sticks
1, returning 2 maidenform bras ordered time  cup size small three 
3, favorite bra style discontinued couple years ago able find good replacement  straps bra short adjustable bust nearly chin ! good look comfortable  straps longer would nearly perfect 
5, best leggings ever ! keeping well babies ! bought online thinking would normal leggings gladly wrong  thicker softer waistband feels good  ordering right !
1, 'm currently 7 mos pregnant ( 38ddd pre-pregnancy ) target store tried true wireless looking 2x  gave genie bra shot since 2 1999 2x cut  tried one front husband  laughed butts poorly fit  said 'd need like 5x  definitely magic involved genie bra 
2, might decent bra  however couldnt get fastened  wear size bra brands  havent changed years  ordered 2 couldnt get either one hooked 
2, printed design cute ; material terrible  would perfect made cotton flannel 
3, worn bali years  searching good fitting full coverage t-shirt bra-was disappointed one nice quality pushes breast arms matter straps adjusted  32-34 dd always right size depending company  reason molded bras fit right  back search  
5, hugs hips true size
2, purchased bra several months ago  fit great  however  wearing hour  starts ride area front two wires meet  end pooching looks like third \
1, bought first hours fit great  day went smashed front  airflow breast ugh ! thee trash !
5, 'm pumping exclusively feed daughter  huge help ! comfortable allows hands-free pumping  adds quite lot time day  'd highly recommend !
5, good  thick  quality material ! comfortable pregnancy post pregnancy ! awesome price !
3, first bali minimizer  fits true cup size  comfy shoulder straps dig ( 'm 40ddd )  however  underwire plain weird  juts ribbon  's ribbon causes  underwire ! remove ribbon  would make difference  least mash girls together  important ! wear work  turtleneck shirt  would wear summer t-shirt  \
2, used buy bras name couple years ago  really liked  ordered recently replace old ones  're  fabric supportive  sizing bit  may find new version comfortable  miss old one  returned 
3, looked forward bra side smoothing detail  always found jms bras comfortable straps nice wide  bra narrow uncomfortable straps  ordered 2 sending 1 back !
4, think pretty neat invention found useful  'm sure work later pregnancy 'll give good try  reading another review   using belly band 
1, disappointed bra  uncomfortable\ni purchased bali past surprised ill fitting
3, excited ordered bras  thought  \
4, fits good comfy forget wearing  small fact lil bulgy certain cothing bought 36 dd tired 38 back lil loose
4, loved fit shirt  bought two ! 'm larger chest stomach still gave length comfort !
2, ordered item wanted straps sewn back  returned immediately saw cups made  one much thinner lining  like discontinued style previously purchased keeps smooth appearance temperatures know mean 
4, bra lovely  comfortable fits nicely  complaint straps wide-set back causing slip shoulders - often  ( quite wide shoulders ) 'm returning ones worn going back ones butterfly lace front 
3, bought 3 returning 2i took tags one  fit style 4513
2, bought \
